Content,Date,Compound,Sentiment,Thème
"Feuille de chou sans aucun autre intérêt comme dirait le @canardenchaine de la rubrique ""Ma binette partout"".
Rien de rien sur le développement industriel de la Meurthe et Moselle, l'ouverture vers le sud, le transfrontalier, la transition énergétique, les transports, SNCF et A31",2023-02-04,0.3011,Positif,Plan d'investissement industriel
Le Mexique invite « tous les pays » à investir dans sa transition énergétique goodplanet.info/2023/02/03/l… #ecologie,2023-02-04,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"""La ministre de la Transition énergétique française, Agnès Pannier-Runacher s'inquiète de la tournure que prennent les discussions avec Bruxelles sur la directive « énergie renouvelable » qui sera examinée par les trois colégislateurs européens le 7 février prochain...",2023-02-04,0.2523,Positif,Énergies renouvelables et croissance économique
"Oui moi aussi je vois, vous pensez vraiment que tous les acteurs du climat vivent chichement après avoir fait des études supérieures grâce au système sur lequel ils crachent? Que la transition énergétique n’enrichit personne? Faut vraiment être naïf.",2023-02-04,0.8541,Positif,Développement de la production d'énergie et réglementations européennes
"«Je pense qu’ils n’ont pas saisi ce que ça signifie, la transition énergétique dans son ampleur, ce que ça représente, et la nécessité d’une stratégie globale.» ledevoir.com/politique/78049…",2023-02-04,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
"Le ministre de l'Économie se rend lundi aux États-Unis avec Robert Habeck, son homologue allemand, pour défendre les positions de l'Europe face à l'IRA, le plan de soutien américain à la transition énergétique...

Et elle fout quoi Ursula @vonderleyen ?
😡
lefigaro.fr/conjoncture/indu…",2023-02-04,0.691,Positif,Plan d'investissement industriel
"Transition énergétique, la nouvelle frontière philippecrevel.fr/transition…",2023-02-04,0.4019,Positif,Plan d'investissement industriel
"Et la ministre de la transition #energetique héritière de @TeamPerenco !

C'est l'équivalent de confier la #detox nationale à la coke à la fille de Pablo Escobar !",2023-02-04,0.7772,Positif,Transition énergétique et politique gouvernementale
"Si on peut récupérer de l'argent via des taxes, n'y-a-t-il pas plus urgent à faire que conforter les régimes spéciaux? La pauvreté, le 4ème âge, la transition énergétique? 
Il n'y a donc que votre propre confort qui compte?",2023-02-04,0.8744,Positif,Projet d'énergie durable et politiques gouvernementales
De grands spécialistes bordelais du Climat et de la transition énergétique effectivement! 😂😂😂😂,2023-02-04,0.6114,Positif,Développement de la production d'énergie et réglementations européennes
"Y'a pas pire moment pour une transition énergétique au Québec, surtout que l'impact de notre province sur le climat est négligeable, probablement nul. Il y a des problèmes beaucoup plus urgents: système de santé qui tue, dette qui coûte cher, flambée des prix de la nouritture.",2023-02-04,0.4374,Positif,Développement de la production d'énergie et réglementations européennes
"Pourquoi ton génie ne servira pas à faire avancer la transition énergétique mettons, au lieu de gosser sur des accents oubliés des gens que tu méprises? On peut pas se priver de cerveau comme le tien.",2023-02-04,-0.0201,Neutre,Plan d'investissement industriel
"Une nouvelle initiative conjointe du Partenariat pour la transition énergétique en Asie du Sud-Est, soutenu par l’UNOPS, et le gouvernement du Viet Nam va soutenir le pays dans son ambition d’atteindre la neutralité climatique d’ici 2050. | @sea_etp_org
bit.ly/3BRboXS",2023-02-04,0.7256,Positif,Projet d'énergie durable et politiques gouvernementales
"Vous proposez quoi comme emplois et revenus à ces gens si on ferme les mines ?
Et savez-vous qu'il n'y a pas assez de terres rares pour tout le monde pour la “transition” énergétique ?
Avant de tout vouloir remplacer, nucléaire compris, qu'il y ait des alternatives crédibles !",2023-02-05,0.7393,Positif,Développement de la production d'énergie et réglementations européennes
"La ministre de la Transition énergétique et du développement durable, Leila Benali, a annoncé que le Maroc accueillera, en juillet prochain, l’Assemblée générale de l’ONU pour l’environnement qu'il préside depuis mars 2022.",2023-02-05,0.5399,Positif,Développement de la production d'énergie et réglementations européennes
"J'espère qu'ils ne donneront pas beaucoup d'avis sur les OGMs ou le nucléaire, la transition énergétique 😐
(pas un biologiste, pas un physicien)",2023-02-05,0.7322,Positif,Développement de la production d'énergie et réglementations européennes
"La ministre de la Transition énergétique française s'inquiète de la tournure que prennent les discussions avec Bruxelles sur la directive « énergie renouvelable » qui sera examinée par les trois colégislateurs européens (Parlement, Conseil, Commission) le 7 février.",2023-02-05,0.2023,Positif,Énergies renouvelables et croissance économique
"Un nouvel exemple de l'absurdité de cette ""transition énergétique"" subventionnée et gérée par la loi.",2023-02-05,0.0516,Positif,Plan d'investissement industriel
"12/ CONCLUSION : Ne laissons pas cette startup siphonner des centaines de millions d'euros de fonds publics pour un mirage et retarder la transition énergétique ⤵️  
change.org/p/non-au-projet-d…",2023-02-05,0.3561,Positif,Développement de la production d'énergie et réglementations européennes
"Ceci parle de l'exemplarité des pays riches en matière de transition énergétique. Certes l'Europe sera minoritaire dans les émissions futures, mais comment être crédible face à Inde ou Chine quand on ↗️ le recours au fossile pour compenser la fermeture de centrales nucléaires ?",2023-02-05,0.7777,Positif,Développement de la production d'énergie et réglementations européennes
"Un autre article qui renforce l'importance d'un consultation nationale sur l'énergie.
""...ils n’ont pas saisi ce que ça signifie, la transition énergétique dans son ampleur, ce que ça représente, et la nécessité d’une stratégie globale"" - Normand Mousseau ledevoir.com/politique/78049…",2023-02-05,0.7851,Positif,Développement de la production d'énergie et réglementations européennes
"Bien d'accord! 
🎯""Le gouv. Legault aurait avantage à déposer un livre blanc [sur l'énergie]. Il favoriserait ainsi une consultation la + large et la + fructueuse possible... la transition énergétique dépend de l’adhésion de tous les acteurs de la société"" ledevoir.com/opinion/editori…",2023-02-05,0.8021,Positif,Développement de la production d'énergie et réglementations européennes
"Ceci dit, si il s'agit de redistribuer des plus gros émetteurs de carbone vers ceux qui seraient le plus impactés par la transition énergétique, le plus adapté n'est il pas une taxe carbone ?",2023-02-05,0.5719,Positif,Projet d'énergie durable et politiques gouvernementales
"#Allemagne Le plan présenté par le  #chancelier social-démocrate pour atteindre les objectifs climatiques se concentre sur l’#énergie éolienne. En moyenne, la #transition énergétique nécessitera l’installation quotidienne de 4 à 5 #éoliennes d’ici 2030. Un plan très ambitieux.",2023-02-05,0.8653,Positif,Plan d'investissement industriel
"Idée stickers, pin's, casquettes, t-shirts... le #CO2 est consommé par les plantes et est recyclable... stop au business de la pseudo transition énergétique @Elpis_R",2023-02-05,-0.4464,Negatif,Plan d'investissement industriel
"La transition énergétique de votre parti c'est fermer  du 4g/kWh et le remplacer par du 400.
Fin de la blague",2023-02-05,0.6369,Positif,Développement de la production d'énergie et réglementations européennes
Du lithium en pays cri | L’envers d’une énergie verte lapresse.ca/actualites/envir… via @lp_lapresse Transition énergétique et extractivisme ont une étroite relation.,2023-02-05,0.0516,Positif,Développement de la production d'énergie et réglementations européennes
"Oui, et c'est pour ça qu'un pays comme l'Allemagne qui va avoir besoin de quantités considérables d'hydrogène bas carbone pour réussir sa transition énergétique 100% ENR et qui fait la fine bouche en rejetant l'hydrogène bas carbone issu du nucléaire, ça n'a absolument aucun sens",2023-02-05,-0.1739,Negatif,Projet d'énergie durable et politiques gouvernementales
"Soutenez la campagne🔓Unlock pour une transition énergétique juste et efficace en signant la pétition :  bit.ly/3Lj0LjU
#Unlock #Renovationperformante",2023-02-05,0.8176,Positif,Plan d'investissement industriel
"Le cygne noir sauveteur de notre avenir énergétique européen tout à l'avantage de la France.

En quelques mois nous avons avancé de plusieurs années pour notre transition énergétique bas carbone.",2023-02-05,0.7964,Positif,Développement de la production d'énergie et réglementations européennes
"La vraie transition énergétique, c'est le modèle allemand ? C'est à dire recarbonner l'électricité ?",2023-02-05,0.504,Positif,Émissions de CO2 et transition énergétique
Une transition énergétique sans innovation énergétique est une démarche non productive newsafricanow.com/cote-divoi…,2023-02-05,-0.1754,Negatif,Développement de la production d'énergie et réglementations européennes
"La filière nucléaire est indispensable, la ""transition énergétique"" ne l'est pas.",2023-02-05,0.4404,Positif,Plan d'investissement industriel
Plus de 1 000 milliards d'euros investis dans la transition énergétique en 2022 | @scoopit sco.lt/9KThvE,2023-02-06,0.5399,Positif,Développement de la production d'énergie et réglementations européennes
"Le site Atlantico propose un article dédié à la transition énergétique, à ses enjeux, et aux impacts à venir pour les pays producteurs et consommateurs de métaux rares ou critiques. 

atlantico.fr/article/rdv/dep…",2023-02-06,0.4767,Positif,"Énergie solaire et éolienne, politiques et réglementations"
