Content,Clean_Tweet,Date,Thème TEner,Thème Énergétique,Thème TEco,Thème Écologique
Transports maritimes : Corsica Ferries engage sa transition écologique  xfru.it/uMgXbx,"['transport', 'maritime', 'corsica', 'ferry', 'engager', 'écologique', 'xfruitumgxbx']",2023-01-18,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 8,Collectivités territoriales et développement durable
"Allez, ok!! 👏 Portons haut et forts nos propositions de justice sociale pour une transition écologique juste et citoyenne!","['aller', 'ok', 'porton', 'fort', 'proposition', 'justic', 'social', 'écologique', 'citoyen']",2023-01-18,Thème 6,Emploi et dynamique économique,Thème 10,Services publics et transition écologique
"La Russie n'a pas les moyens s'imposer un nouvel ordre mondial, il ne faut pas exagérer. Elle essaiera mais ne représente rien économiquement. Et la transition écologique va ruiner son industrie extractive.","['russie', 'moyen', 'simposer', 'nouveau', 'ordre', 'mondial', 'exagérer', 'essayer', 'représenter', 'économiquement', 'écologique', 'ruiner', 'industrie', 'extractif']",2023-01-18,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 6,Emploi et industrie écologique
"Côtes-d’Armor. En créant un écocentre, Hameaux légers veut faire découvrir d’autres façons d’habiter #Saint-André-des-Eaux #Dinan #Transition écologique @OuestFrance ouest-france.fr/bretagne/sai…","['côtesd', 'armor', 'créer', 'écocentre', 'hameal', 'léger', 'découvrir', 'façon', 'habiter', 'saintandrédeseal', 'dinan', 'écologique', 'ouestfrance', 'ouestfrancefrbretagneser']",2023-01-18,Thème 6,Emploi et dynamique économique,Thème 5,Économie et écologie : enjeux et perspectives
"Mutualisation d'outils, exploitation de la donnée, numérique au service de la transition écologique, cybersécurité : un programme 2023 ambitieux pour la numérisation des territoires élaboré avec les associations d'élus dans le cadre du @Programme__TNT.","['mutualisation', 'doutil', 'exploitation', 'donnée', 'numérique', 'service', 'écologique', 'cybersécurité', 'programm', 'ambitieux', 'numérisation', 'territoire', 'élaborer', 'association', 'délu', 'cadr', 'programmetnt']",2023-01-18,Thème 12,Innovation dans le secteur de l'énergie,Thème 1,Soutien et financement de projets écologiques
"Et ceux qui travaillent dans la transition écologique ?_x000D_
Et les retraités qui partent en voyage ça pollue pas ???","['travailler', 'écologique', 'x000d', 'retraité', 'partir', 'voyage', 'pollu']",2023-01-18,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 12,Écologie et construction de bâtiments durables
"Sauvetage de la planète, transition écologique et mesures politiques doivent être au cœur des échanges._x000D_
@Guillaume0905Kl_x000D_
@WVMali @OxfamMali _x000D_
@GARDD_MALI","['sauvetage', 'planèt', 'écologique', 'mesure', 'politique', 'cœur', 'échangesx000d', 'guillaume0905klx000d', 'wvmali', 'oxfammali', 'x000d', 'garddmali']",2023-01-18,Thème 13,Politique énergétique en Allemagne,Thème 8,Collectivités territoriales et développement durable
"Connaître Lyon - Le rôle des low-tech dans la transition écologique ..._x000D_
_x000D_
 #lowtech petit-bulletin.fr/lyon/agend…","['connaître', 'lyon', 'rôle', 'lowtech', 'écologique', 'x000d', 'x000d', 'lowtech', 'petitbulletinfrlyonagend']",2023-01-18,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 1,Soutien et financement de projets écologiques
"📯Publication : Aude-Solveig Epstein et Marie Nioche (dir.), Le droit économique, levier de la transition écologique ?, Larcier","['publication', 'audesolveig', 'epstein', 'marie', 'nioch', 'dir', 'droit', 'économique', 'levier', 'écologique', 'larcier']",2023-01-18,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 5,Économie et écologie : enjeux et perspectives
"Quand j'ai dit ""il faut que l'Université cesse toute activité avec les grandes entreprises climaticides"" en commission transition ecologique de l'université, un PU a répondu: ""attention, je rappelle que pour battre Hitler, Churchill s'est allié avec Staline""","['luniversité', 'cess', 'activité', 'grand', 'entreprise', 'climaticide', 'commission', 'ecologiqu', 'luniversité', 'répondre', 'attention', 'rappell', 'battr', 'hitler', 'churchill', 'sest', 'allier', 'staline']",2023-01-18,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 10,Services publics et transition écologique
"Concertation préalable pour le projet du Parc du Canal._x000D_
🗓️ Rendez-vous au mois de février pour des ateliers thématiques :_x000D_
✅Développement économique_x000D_
✅Mobilités et services _x000D_
✅Transition écologique._x000D_
➕d'infos et inscription sur parcducanal.fr/concertation/","['concertation', 'préalable', 'projet', 'parc', 'canalx000d', 'rendezvou', 'mois', 'février', 'atelier', 'thématique', 'x000d', 'développement', 'économiquex000d', 'mobilité', 'service', 'x000d', 'écologiquex000d', 'dinfo', 'inscription', 'parcducanalfrconcertation']",2023-01-18,Thème 2,Énergie renouvelable et développement international,Thème 4,Santé et développement durable
Par La Réclame : La publicité peut-elle rendre la transition écologique désirable ? netguide.com/article/id841f4…,"['réclame', 'publiciter', 'peutell', 'écologique', 'désirable', 'netguidecomarticleid841f4']",2023-01-19,Thème 13,Politique énergétique en Allemagne,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Offre de #stage #RSE et transition écologique H/F_x000D_
#CCI des Côtes d'Armor H/F _x000D_
orientation-environnement.fr…_x000D_
#recrutement #Bretagne","['offrir', 'stage', 'rse', 'écologique', 'hfx000d', 'cci', 'côte', 'darmor', 'hf', 'x000d', 'orientationenvironnementfr', 'x000d', 'recrutement', 'bretagn']",2023-01-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 10,Services publics et transition écologique
"Imposer de retarder la retraite, que ce soit par une mesure d'âge ou une durée de cotisation, au prétexte de devoir financer autre chose, même très attendu par beaucoup, comme la transition écologique, l'éducation, la santé, etc. passerait encore plus mal 9/","['imposer', 'retarder', 'retraite', 'mesure', 'dâge', 'durée', 'cotisation', 'prétexte', 'devoir', 'financer', 'chose', 'écologique', 'léducation', 'santé', 'passer', 'mal']",2023-01-19,Thème 13,Politique énergétique en Allemagne,Thème 5,Économie et écologie : enjeux et perspectives
"« Le numérique, c’est une partie du problème face à l’urgence climatique mais c’est aussi une grande partie de la solution » ! @Flor_Plsr, @Microsoft, soutient l’importance de la place des startups dans la transition écologique._x000D_
_x000D_
Explications dans #smartimpact avec @mediathom.","['numérique', 'partie', 'problèm', 'urgence', 'climatique', 'grand', 'partie', 'solution', 'florplsr', 'microsoft', 'soutient', 'importance', 'startups', 'écologiquex000d', 'x000d', 'explication', 'smartimpact', 'mediathom']",2023-01-19,Thème 14,"Énergie nucléaire, électricité et économie industrielle",Thème 1,Soutien et financement de projets écologiques
"Le Perqo, nouvel incubateur de la Région @iledefrance  pour les innovations à impact_x000D_
3 axes :_x000D_
♿️Handicap et HandiTech _x000D_
🌱Transition écologique, GreenTech, dont réduction du gaspillage alimentaire_x000D_
👟 Sport éducation-insertion et santé-bien-être, _x000D_
iledefrance.fr/le-perqo-nouv…","['perqo', 'nouveau', 'incubateur', 'région', 'iledefrance', 'innovation', 'impactx000d', 'axe', 'x000d', 'handicap', 'handitech', 'x000d', 'écologique', 'greentech', 'réduction', 'gaspillage', 'alimentairex000d', 'sport', 'éducationinsertion', 'santébienêtre', 'x000d', 'iledefrancefrleperqonouv']",2023-01-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 8,Collectivités territoriales et développement durable
"La Deeptech, un puissant levier pour la transition écologique itforbusiness.fr/la-deeptech… via @ITforB #deeptech #TransitionEcologique","['deeptech', 'puisser', 'levier', 'écologique', 'itforbusinessfrladeeptech', 'itforb', 'deeptech', 'transitionecologiqu']",2023-01-19,Thème 6,Emploi et dynamique économique,Thème 4,Santé et développement durable
"Dernière rencontre habitants à Pringy : un territoire en croissance démographique, où la transition écologique et sociale prend tout son sens au regard des besoins en service public liés à l’éco-quartier de Pré Billy et du futur réseau de transport en commun 🚊_x000D_
_x000D_
#Vœux2023 #Annecy","['dernier', 'rencontre', 'habitant', 'pringy', 'territoire', 'croissance', 'démographique', 'écologique', 'social', 'prendre', 'sen', 'regard', 'besoin', 'service', 'public', 'lier', 'écoquartier', 'pré', 'billy', 'futur', 'réseau', 'transport', 'commun', 'x000d', 'x000d', 'vœux2023', 'annecy']",2023-01-19,Thème 11,Recherche et développement dans l'industrie énergétique,Thème 1,Soutien et financement de projets écologiques
"Tous mes amis à l'étranger rient de cette tragicomedie française et se disent qu'on sera incapables du moindre effort pour la transition écologique. _x000D_
Just shelfish people!","['ami', 'létranger', 'rire', 'tragicomedi', 'français', 'dire', 'incapable', 'moindre', 'effort', 'écologique', 'x000d', 'shelfish', 'peopl']",2023-01-19,Thème 0,Politique énergétique et environnementale,Thème 0,Politiques environnementales et écologiques du gouvernement français
"𝗖𝗛𝗥𝗢𝗡𝗜𝗤𝗨𝗘 Transition écologique | « A Davos, Al Gore fait feu de tout bois » | par @PhilippeEscande lemonde.fr/economie/article/…","['écologique', 'davo', 'al', 'gore', 'feu', 'bois', 'philippeescand', 'lemondefreconomiearticle']",2023-01-19,Thème 2,Énergie renouvelable et développement international,Thème 13,Entreprises et transition écologique
Quel est le niveau d’engagement réel des administrations publiques dans la transition écologique ? – Une Fonction publique pour la transition écologique fpte.fr/?p=225,"['niveau', 'engagement', 'réel', 'administration', 'public', 'écologique', 'fonction', 'public', 'écologique', 'fptefrp225']",2023-01-19,Thème 6,Emploi et dynamique économique,Thème 10,Services publics et transition écologique
"Renforcer la sécurité énergétique et accélérer la transition écologique ? C'est possible avec la #solidarité et l'#effacement de #consommation. LibertéWatts c'est je déclare, j'éteins, j'économise. Dis nous quand tu peux  te passer d'électricité et gagne des #récompenses !","['renforcer', 'sécurité', 'accélérer', 'écologique', 'solidarité', 'leffacement', 'consommation', 'libertéwatts', 'déclarer', 'jétein', 'jéconomise', 'dire', 'passer', 'délectricité', 'gagner', 'récompense']",2023-01-19,Thème 3,Stratégies économiques et environnementales,Thème 4,Santé et développement durable
"Hydrogénoduc Barcelone-Marseille : incertitudes sur le passage à Port-la_x000D_
Nouvelle. La ministre de la Transition écologique a évoqué le tracé de_x000D_
l'hydrogénoduc qui, seul élément définitif à cette heure, remplace le_x000D_
controversé Midcat et reliera Barcelon... lindependant.fr/2023/01/19/p…","['hydrogénoduc', 'barcelonemarseille', 'incertitude', 'passage', 'portlax000d', 'nouveau', 'ministre', 'écologique', 'évoquer', 'tracer', 'dex000d', 'lhydrogénoduc', 'élément', 'définitif', 'heure', 'remplacer', 'lex000d', 'controverser', 'midcat', 'relier', 'barcelon', 'lindependantfr20230119p']",2023-01-19,Thème 12,Innovation dans le secteur de l'énergie,Thème 2,Évolution de l'écologie et de l'environnement dans le temps
C-61/21 - Ministre de la Transition écologique and Premier ministre (Responsabilité de l’État pour la pollution de l’air) dlvr.it/Sh7xVL,"['c6121', 'ministre', 'écologique', 'ministre', 'responsabiliter', 'pollution', 'air', 'dlvritsh7xvl']",2023-01-19,Thème 0,Politique énergétique et environnementale,Thème 0,Politiques environnementales et écologiques du gouvernement français
La publicité peut-elle rendre la transition écologique désirable ? dlvr.it/Sh7vBG via @lareclame,"['publicité', 'peutell', 'écologique', 'désirable', 'dlvritsh7vbg', 'lareclame']",2023-01-19,Thème 13,Politique énergétique en Allemagne,Thème 11,Réformes écologiques et environnementales en France
quand on voulait taxe les plus riches pour la transition écologique macron nous dit non vous vous foutez de qui sérieux,"['vouloir', 'taxe', 'riche', 'écologique', 'macron', 'foutre', 'sérieux']",2023-01-19,Thème 9,Interviews médias et déclarations de la ministre de l'industrie,Thème 12,Écologie et construction de bâtiments durables
"C'est compliqué en fait ! Ce qui est vraie, c'est que les milliardaires ont aussi le droit de s'engager dans la transition écologique","['compliquer', 'vraie', 'milliardaire', 'droit', 'sengager', 'écologique']",2023-01-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 0,Politiques environnementales et écologiques du gouvernement français
Le Secteur privé et la transition ecologique en france .....,"['secteur', 'priver', 'ecologiqu', 'france']",2023-01-19,Thème 8,"Énergie solaire, éolienne en France et dans le monde",Thème 0,Politiques environnementales et écologiques du gouvernement français
"Transition écologique et sobriété au menu des vœux d'@al_rousset. ""Rassurez-vous, je parlerai aussi de la LGV"" dans quelques instants.","['écologique', 'sobriéter', 'menu', 'vœux', 'dalrousset', 'rassurezvou', 'parler', 'lgv', 'instant']",2023-01-19,Thème 12,Innovation dans le secteur de l'énergie,Thème 3,Énergie et économie vers une société écologique
